Provider,Data Center Name,Address
Equinix,DC12 Ashburn Data Center,"44790 Performance Circle, Ashburn, VA, USA"
Zenlayer,CHI2 Chicago Data Center,"9377 Grand Ave, Franklin Park, IL 60131, USA"
CyrusOne,NYM5 Norwalk Data Center,"6 Norden Place, Norwalk, CT, USA"
Csquare,CMH1 (Columbus) Lewis Center Data Center Campus,"8180 Green Meadows Dr, Lewis Center, OH, USA"
Whitelabel IT Solutions,150 Atlantic Street Data Center,"159 Atlantic Street, Hackensack, NJ, USA"
Lumen,Sacramento 1 Data Center,"1075 Triangle Court, West Sacramento, CA, USA"
Lumen,Raleigh 1 Data Center,"5301 Departure Drive, Raleigh, NC, USA"
Csquare,Washington DC (WDC1-Ashburn) Data Center,"21571 Beaumeade Cir, Ashburn, VA, USA"
"Meta, Inc.",Kansas City Data Center,"801 NW 128 St, Kansas City, Missouri 64165, USA"
Flexential,Phoenix - Deer Valley Data Center,"1850 W Deer Valley Rd, Phoenix, AZ 85027, USA"
Stack Infrastructure,SVY01 - Silicon Valley Data Center,"2001 Fortune Dr, San Jose, CA, USA"
CyrusOne,NYM2 Totowa Data Center,"50 Madison Road, Totowa, NJ, USA"
365 Data Centers,NJ1 Bridgewater New Jersey Data Center,"999 Frontier Road, Bridgewater, NJ, USA"
365 Data Centers,GA1 Alpharetta Data Center,"11650 Great Oaks Way, Alpharetta, GA, USA"
Amazon AWS,20945 Loudoun County Pkwy,"20945 Loudoun County Pkwy, Ashburn, VA 20147, USA"
Csquare,DEN2 (Denver) Englewood Data Center Campus,"8534 Concord Center Drive, Englewood, CO, USA"
Digital Realty,New York EWR20 Data Center,"100 Delawanna Avenue, Clifton, NJ, USA"
Digital Realty,Chicago CH1 Data Center,"2200 Busse Rd, Elk Grove Village, IL, USA"
Stream Data Centers,Phoenix I-VI Goodyear Campus,"2950 South Litchfield Road, Goodyear, AZ, USA"
365 Data Centers,CH6 Chicago Data Center,"427 South LaSalle Street, Chicago, IL, USA"
QuadraNet,Atlanta Data Center,"55 Marietta Street NorthWest, Atlanta, GA, USA"
Cologix,COL4 Columbus Data Center,"7500 Alta View Boulevard, Columbus, OH, USA"
Vantage Data Centers,WA1 Quincy Data Center Campus,"2101 M Street Northeast, Quincy, WA, USA"
Lumen,Weehawken 1 Data Center,"300 Boulevard East, Weehawken, NJ, USA"
Csquare,Seattle (SE1-Lynnwood) Data Center,"17300 Hwy 99, Lynnwood, Washington, USA"
Equinix,BO2 Billerica Data Center,"41 Alexander Street, Billerica, MA, USA"
ValorC3,Oklahoma City Data Center,"4442 Newcastle Rd, Oklahoma City, OK, USA"
CyrusOne,AUS2 Austin Data Center,"7301 Metropolis Drive, Austin, TX, USA"
ManagedWay,Detroit Data Center TYM1,"319 Executive Drive, Troy, MI, USA"
Digital Realty,Northern Virginia IAD39 Data Center,"44274 Round Table Plaza bldg l, Ashburn, VA 20147, USA"
Summit,Chicago Data Center,"350 E Cermak Rd, Chicago, IL, USA"
GIGA Data Centers,CLT-1 Data Center,"1035 Mecklenburg Hwy, Mooresville, NC, USA"
Csquare,DEN1 (Denver) Highlands Ranch Data Center Campus,"9180 Commerce Center Circle, Highlands Ranch, CO, USA"
Stream Data Centers,Chicago II Data Center,"1925 Busse Road, Elk Grove Village, IL, USA"
Stack Infrastructure,POR02 - Portland Data Center,"21515 NW Evergreen Pkwy, Hillsboro, OR, USA"
Aligned Data Centers,"Phoenix, AZ Data Center","2500 West Union Hills Drive, Phoenix, AZ, USA"
Zenlayer,NYC4 New York City Data Center,"2 Emerson Ln, Secaucus, NJ 07094, USA"
Amazon AWS,Industrial Parkway Campus,"8619 Industrial Parkway, Plain City, Ohio 43064, USA"
Iron Mountain Data Centers,WPA - 1 - W. Pennsylvania & Pittsburgh Data Center,"1137 Branchton Road, Boyers, PA, USA"
Digital Realty,Atlanta ATL14 Data Center,"250 Williams Street Northwest, Atlanta, GA, USA"
Digital Realty,New York EWR11 Data Center,"3 Corporate Place, Piscataway Township, NJ, USA"
Otava,Metro Detroit Data Center,"6435 North Hix Road, Westland, MI, USA"
CyrusOne,CIN6 Florence Data Center,"7200 Industrial Road, Florence, KY 41042, USA"
Equinix,DC3 Ashburn Data Center,"44470 Chilum Place, Ashburn, VA, USA"
Stack Infrastructure,NVA01 - Northern Virginia Data Center,"22080 Pacific Blvd, Ashburn, VA, USA"
Rackspace,MCI1 Kansas City Data Center,"10828 North Airworld Drive, Kansas City, MO, USA"
Digital Realty,Phoenix PHX10 Data Center,"120 East Van Buren Street, Phoenix, AZ, USA"
NTT Global Data Centers,TX1 Dallas Data Center,"2008 Lookout Dr, Garland, TX 75044, USA"
TRG Datacenters,HOU1 Houston Data Center,"2626 Spring Cypress Road, Houston, TX, USA"
HostDime,Orlando Data Center (Coming 2024),"980 Wymore Road, Eatonville, FL, USA"
CyrusOne,NYM10 Stamford Data Center,"10 Riverbend Drive South, Stamford, CT, USA"
Iron Mountain Data Centers,DEN - 1 - Denver Data Center,"4300 Brighton Blvd, Denver, CO, USA"
1547 Critical Systems Realty,ORNY1 Orangeburg Data Center,"1 Ramland Road South, Orangeburg, NY, USA"
Digital Realty,Northern Virginia IAD36 Data Center,"43780 Digital Loudoun Plaza bldg h, Ashburn, VA, USA"
CyrusOne,NVA5 Northern Virginia Sterling Data Center,"21350 Pacific Blvd, Sterling, VA, USA"
TierPoint,Valley Forge Data Center,"1000 Adams Avenue, Norristown, PA, USA"
DataBank,LGA3 - Orangeburg Data Center,"2000 Corporate Drive, Orangeburg, NY, USA"
Csquare,SEA2 Tukwila Data Center Campus,"6101 South 180th Street, Tukwila, WA, USA"
Amazon AWS,"PDX50 Boardman, OR","73577 Lewis and Clark Drive, Boardman, OR 97818, USA"
365 Data Centers,NJ3 Carlstadt Data Center,"410 Commerce Boulevard, Carlstadt, NJ, USA"
TierPoint,Allentown - TekPark Data Center,"9999 Hamilton Boulevard, Breinigsville, PA, USA"
OVHCloud,HIL1 Data Center,"1300 NE 25th Ave, Hillsboro, Oregon 97124, USA"
Cologix,COL1 Columbus Data Center,"535 Scherers Court, Columbus, OH, USA"
Equinix,HO1 Houston Data Center,"1515 Aldine Meadows Road, Houston, TX, USA"
CoreSite,NY2 New Jersey Secaucus Data Center,"2 Emerson Lane, Secaucus, NJ, USA"
EdgeConnex,BOS01 Boston Data Center,"22 Linnell Circle, Billerica, MA 01821, USA"
Flexential,Philadelphia - Collegeville Data Center,"101 Troutman Road, Collegeville, PA, USA"
Flexential,Charlotte - North Data Center,"10105 David Taylor Drive, Charlotte, NC, USA"
Flexential,Portland - Hillsboro 2 Data Center,"5737 NE Huffman St, Hillsboro, OR 97124, USA"
EdgeConnex,ATL01 Atlanta Data Center,"1003 Donnelly Avenue Southwest, Atlanta, GA 30310, USA"
Otava,Ann Arbor 2 Data Center,"5340 Data Court, Ann Arbor, MI, USA"
EdgeConnex,CHI01 Chicago Data Center,"1800 Nicholas Boulevard, Elk Grove Village, IL, USA"
Csquare,ATL1-D Lithia Springs Data Center,"375 Riverside Pkwy suite 100, Lithia Springs, GA 30122, USA"
CyrusOne,DFW3 Dallas Data Center,"2300 Chelsea Boulevard, Allen, TX, USA"
US Signal,5515 Nobel Dr Data Center,"5515 Nobel Dr, Fitchburg, WI 53711, USA"
LightEdge,Austin I Data Center,"2916 Montopolis Dr, Austin, TX 78741, USA"
Aligned Data Centers,SLC-01 Salt Lake City,"3333 West 9000 South, West Jordan, UT, USA"
US Signal,Southfield Data Center,"21648 Melrose Avenue, Southfield, MI, USA"
DataBridge Sites,Aurora/Chicago Data Center,"4267 Meridian Parkway, Aurora, Illinois, USA"
Expedient,Indianapolis Carmel Data Center,"701 Congressional Blvd, Carmel, IN, USA"
DataBank,111 Market Pl Data Center,"111 Market Pl, Baltimore, Maryland 21202, USA"
Expedient,Memphis Data Center,"3180 Players Ln, Memphis, TN, USA"
SBA Edge,Jacksonville Data Center,"421 West Church Street, Jacksonville, FL, USA"
T5 Data Centers,@Portland Data Center,"4915 NE Starr Blvd, Hillsboro, OR 97124, USA"
DSM,Lakeland Data Center,"6810 New Tampa Hwy, Lakeland, FL, USA"
DataBank,DataBank ATL3 Data Center,"1150 White Street Southwest, Atlanta, GA, USA"
Microsoft Azure,Boydton - Virginia,"925 Ridge Rd, Boydton, Virginia 23917, USA"
Lumen,Stamford 1 Data Center,"21 Harborview Avenue, Stamford, CT, USA"
Amazon AWS,22945 International Dr,"22945 International Dr, Sterling, VA 20166, USA"
Netrality Data Centers,210 North Tucker St. Louis Data Center,"210 North Tucker Boulevard, St. Louis, MO, USA"
CBRE,4442 Newcastle Rd Data Center,"4442 Newcastle Rd, Oklahoma City, Oklahoma, USA"
Csquare,IAD1 Sterling Data Center Campus,"45901 Nokes Boulevard, Sterling, VA, USA"
Csquare,IAD2 Sterling Data Center Campus,"22810 International Drive, Sterling, VA, USA"
Amazon AWS,IAD50 Ashburn,"21271 Smith Switch Road, Ashburn, VA, USA"
TierPoint,Baltimore Data Center,"1401 Russell Street, Baltimore, MD, USA"
NTT Global Data Centers,CH1 Chicago Data Center,"255 Pierce Rd, Itasca, IL 60143, USA"
Lumen,Kansas City 2 Data Center,"1212 East 19th Street, Kansas City, MO, USA"
QuadraNet,New Jersey Data Center,"110 Meadowlands Pkwy, Secaucus, NJ, USA"
Microsoft Azure,41700 Inclusion Ln,"41700 Inclusion Ln building 1, Leesburg, Virginia 20175, USA"
Serverfarm,ATL2 Atlanta Data Center,"305 Satellite Boulevard, Suwanee, GA, USA"
DartPoints,Spartanburg Data Center,"5700 N Blackstock Rd, Spartanburg, SC 29303, USA"
Digital Realty,Chicago CH2 Data Center,"2299 Busse Road, Elk Grove Village, IL, USA"
Otava,Ann Arbor Data Center,"640 Avis Drive, Ann Arbor, MI, USA"
Digital Realty,Los Angeles LAX10 Data Center,"600 West 7th Street, Los Angeles, CA, USA"
Expedient,Columbus - Dublin Data Center,"5700 Innovation Drive, Dublin, OH, USA"
Edged,Edged Columbus Data Center,"6525 New Albany Road East, New Albany, OH, USA"
Cogent Communications,DTW02 - FNSI - Detroit Data Center,"3331 W Big Beaver Rd, Troy, MI, USA"
Segra,Winston-Salem Data Center,"3310 Old Lexington Road, Winston-Salem, NC, USA"
HorizonIQ,New Jersey 1 Data Center,"1 Enterprise Avenue North, Secaucus, NJ, USA"
Switch Data Centers,Texas 2 Data Center,"4100 Smith School Road, Austin, TX, USA"
Lumen,Minneapolis 1 Data Center,"511 11th Avenue South, Minneapolis, MN, USA"
Digital Realty,Houston IAH10 Data Center,"12001 North Freeway, Houston, TX 77060, USA"
Digital Realty,New York EWR12 Data Center,"365 South Randolphville Road, Piscataway, NJ, USA"
1547 Critical Systems Realty,MIWI1 Wells Building Data Center,"324 East Wisconsin Avenue, Milwaukee, WI, USA"
Digital Realty,Silicon Valley SC1 Data Center,"2220 De La Cruz Boulevard, Santa Clara, CA, USA"
Summit,Georgia Data Center,"12655 Edison Dr, Alpharetta, GA 30022, USA"
Cogent Communications,Boca Raton Data Center,"5050 Conference Way North, Boca Raton, FL, USA"
Stream Data Centers,Minneapolis II - Chaska Data Center,"1706 West Creek Lane, Chaska, MN, USA"
Amazon AWS,22370 Kipper,"22370 Kipper Dr, Dulles, VA 20166, USA"
Amazon AWS,Warner Campus,"8567 Warner Road, Plain City, Ohio 43064, USA"
Google,Lancaster Data Center,"105 Whiley Rd, Lancaster, Ohio 43130, USA"
Lincoln Rackhouse,Kansas City Data Center,"11155 N Airworld Dr, Kansas City, MO, USA"
Amazon AWS,Penney Campus,"976-994 E Penney Ave, Hermiston, Oregon 97838, USA"
H5 Data Centers,Cleveland Data Center,"1625 Rockwell Avenue, Cleveland, OH, USA"
Equinix,MI3 Boca Raton Data Center,"4680 Conference Way South, Boca Raton, FL, USA"
QTS Data Centers,Miami Data Center,"11234 Northwest 20th Street, Miami, FL, USA"
TierPoint,Raleigh - RTP Data Center,"99 TW Alexander Drive, Durham, NC 27709, USA"
RACK59 Data Center,Oklahoma Data Center,"7725 West Reno Avenue, Oklahoma City, Oklahoma, USA"
Csquare,EWR5-A Secaucus Data Center,"15 Enterprise Ave N, Secaucus, NJ 07094, USA"
Csquare,PHX3-A Mesa Data Center,"1301 West University Drive, Mesa, AZ 85201, USA"
365 Data Centers,NA1 Nashville Data Center,"147 4th Avenue North, Nashville, TN, USA"
DataBridge Sites,"Silver Spring/Washington, D.C. Data Center","12401 Prosperity Drive, Silver Spring, MD, USA"
Netrality Data Centers,KC1 - 1102 Grand Kansas City Data Center,"1102 Grand Blvd, Kansas City, MO, USA"
QTS Data Centers,Ashburn-Moran Data Center,"44874 Moran Road, Sterling, Virginia 20166, USA"
TierPoint,Tulsa - Archer Data Center,"322 East Archer Street, Tulsa, OK, USA"
Microsoft Azure,Creek Campus - Virginia,"19515 Compass Creek Parkway, Leesburg, Virginia 20175, USA"
Irongate,28201 Van Dyke Avenue,"28201 Van Dyke Avenue, Warren, MI, USA"
FirstLight,Boston Data Center,"70 Inner Belt Road, Somerville, MA, USA"
Amazon AWS,Lewis and Clark East Campus,"75300 Lewis and Clark Dr, Boardman, OR 97818, USA"
Csquare,"Nashville (Gallatin, TN)","1398 Gateway Drive, Gallatin, TN, USA"
Latitude.sh,Miami,"36 NE 2nd St ste 400, Miami, FL, USA"
Csquare,BOS1-B Waltham Data Center,"115 Second Ave, Waltham, MA 02451, USA"
CyrusOne,NYM7 Wappingers Falls Data Center,"155 Myers Corners Rd, Wappingers Falls, NY, USA"
CyrusOne,NVA9 Northern Virginia Data Center,"43290 Old Ox Road, Sterling, VA 20166, USA"
1547 Critical Systems Realty,PTOR1 Portland Data Center,"921 Southwest Washington Street, Portland, OR, USA"
Csquare,ORD4-A Lisle Data Center,"4513 Western Ave, Lisle, IL 60532, USA"
Amazon AWS,11150 Thomasson Barn,"11150 Thomasson Barn Road, Manassas, VA, USA"
CenterServ,Tulsa Data Center,"321 South Boston Avenue, Tulsa, OK, USA"
365 Data Centers,CH3 Chicago Data Center,"725 South Wells Street, Chicago, IL, USA"
COPT Defense Properties,"1000 Redstone Gateway SW, Huntsville","1000 Redstone Gateway Southwest, Huntsville, AL 35808, USA"
Rackspace,SJC2 San Jose Data Center,"150 South 1st Street, San Jose, CA, USA"
DataBank,ORD4 Chicago Tri-State Data Center,"1808 Swift Drive, Oak Brook, IL, USA"
QTS Data Centers,Glendale Data Center,"4001 N 159th Ave, Surprise, Arizona, USA"
Summit,Cleveland Data Center,"1625 Rockwell Ave, Cleveland, Ohio, USA"
TierPoint,Tulsa - State Farm Data Center,"12151 East State Farm Boulevard South, Tulsa, OK, USA"
Switch Data Centers,Austin 1 Data Center,"7401 East Ben White Boulevard, Austin, TX, USA"
QTS Data Centers,Hillsboro 2 Data Center,"4755 Northeast Huffman Street, Hillsboro, OR 97124, EE. UU."
US Signal,8675 Concord Center Dr Data Center,"8675 Concord Center Dr, Englewood, CO 80112, USA"
NTT Global Data Centers,VA1 Ashburn Data Center,"44664 Guilford Drive, Ashburn, VA, USA"
Flexential,Denver - Aurora Data Center,"11900 East Cornell Avenue, Aurora, CO, USA"
QTS Data Centers,Denver Data Center,"1160 N Gun Club Rd, Aurora, Colorado 80018, USA"
Everstream,East Lansing Data Center,"1515 Turf Ln, East Lansing, MI 48823, USA"
PhoenixNAP,Atlanta Data Center,"1130 Powers Ferry Place, Marietta, GA, USA"
Lumen,Memphis 1 Data Center,"3993 Crowfarn Drive, Memphis, TN, USA"
Csquare,BOS1 Waltham Data Center Campus,"580 Winter Street, Waltham, MA, USA"
Aligned Data Centers,IAD01 Ashburn Data Center,"21890 Uunet Drive, Ashburn, VA, USA"
Verizon,Verizon Detroit 2,"21555 Melrose Ave, Southfield, Michigan 48075, USA"
Flexential,Salt Lake City - Downtown Data Center,"572 Delong St suite 100, Salt Lake City, UT 84104, USA"
QTS Data Centers,Colorado Springs Data Center,"311 S Rockrimmon Blvd, Colorado Springs, CO 80919, EE. UU."
iTel Networks Inc.,Detroit Clay St Data Center,"1545 Clay Street, Detroit, MI, USA"
365 Data Centers,CO1 Aurora Data Center,"3431 North Windsor Drive, Aurora, CO, USA"
Cologix,COL2 Columbus Data Center,"555 Scherers Court, Columbus, OH, USA"
Iron Mountain Data Centers,AZS - 1 - Scottsdale Data Center,"8521 East Princess Drive, Scottsdale, AZ, USA"
TierPoint,Nashville Data Center,"311 Eddy Lane, Franklin, TN, USA"
Lumen,Houston 1 Data Center,"12001 North Freeway, Houston, TX, USA"
DataBank,ORD3 Mount Prospect Data Center,"800 East Business Center Drive, Mount Prospect, IL, USA"
Csquare,IAD3 Sterling Data Center Campus,"22860 International Drive, Sterling, VA, USA"
Flexential,Portland - Hillsboro 1 Data Center,"3935 NE Aloclek Dr, Hillsboro, OR 97124, USA"
TierPoint,Oklahoma City 4121 Perimeter Center Data Center,"4121 Perimeter Center Place, Oklahoma City, OK, USA"
Csquare,ORD2-A Elk Grove Village Data Center,"2425 Busse Rd, Elk Grove Village, IL 60007, USA"
DataBank,MCI1 - South Lake Data Center,"15721 College Blvd, Lenexa, KS, USA"
Atlantic.net,Orlando Data Center,"440 West Kennedy Boulevard, Orlando, FL, USA"
CyrusOne,OCB1 Omaha-Council Bluffs IA,"4700 Gifford Road, Council Bluffs, IA, USA"
Microsoft Azure,42031 Growth Mindset,"42031 Growth Mindset Lane, Stone Ridge, Virginia 20105, USA"
Equinix,NY1 Newark Data Center,"165 Halsey Street, Newark, NJ, USA"
Everstream,Grand Rapids Data Center,"3950 Sparks Drive Southeast, Grand Rapids, MI, USA"
Amazon AWS,PDX92,"79388 Olson Rd, Boardman, OR 97818, USA"
LightEdge,Raleigh Data Center,"8020 Arco Corporate Dr, Raleigh, NC 27617, USA"
Latitude.sh,New York,"60 Hudson St rm 1215, Trenton, NJ, USA"
DataBank,EWR2 - Piscataway Data Center,"25 Corporate Place South, Piscataway, NJ, USA"
Equinix,DE2 Englewood Data Center,"335 Inverness Drive South, Englewood, CO, USA"
Bell Canada,Bell Canada 1545 Clay St,"1545 Clay Street, Detroit, MI 48211, USA"
Equinix,SV4 Sunnyvale Data Center,"255 Caspian Drive, Sunnyvale, CA, USA"
Amazon AWS,6675 Crosby Court,"6675 Crosby Court, Dublin, Ohio 43016, USA"
Digital Realty,Chicago ORD011 Data Center,"600 South Federal Street, Chicago, IL, USA"
Cogent Communications,Akron Data Center,"120 N Broadway St, Akron, Ohio 44304, USA"
Digital Realty,Portland PDX10 Data Center,"3825 Northwest Aloclek Place, Hillsboro, OR, USA"
11:11 Systems,Reston Data Center,"12100 Sunrise Valley Drive, Reston, VA 20191, USA"
COPT Defense Properties,"100 Light Street, Baltimore","100 Light Street, Baltimore, Maryland 21201, USA"
Amazon AWS,25430 Sutton Bay IAD150,"25430 Sutton Bay Plz, South Riding, VA 20152, USA"
DC BLOX,Chattanooga CHA1 Data Center,"807 East 16th Street, Chattanooga, TN, USA"
Equinix,LA2 Los Angeles Data Center,"818 West 7th Street, Los Angeles, CA, USA"
Digital Realty,Boston BOS13 Data Center,"55 Middlesex Turnpike, Bedford, MA, USA"
Netrality Data Centers,900 Walnut St. Louis Data Center,"900 Walnut St, St. Louis, MO, USA"
H5 Data Centers,Albuquerque Data Center,"505 Marquette Avenue Northwest, Albuquerque, NM, USA"
Digital Fortress,North Seattle Data Center - (LYN),"4200 194th St SW, Lynnwood, WA, USA"
QTS Data Centers,Richmond 2 Data Center,"6030 Technology Boulevard, Sandston, Virginia 23150, EE. UU."
Digital Realty,Portland PDX12 Data Center,"5870 Northeast Schaaf Street, Hillsboro, OR 97124, USA"
Amazon AWS,IAD58 Sterling,"22745 Relocation Drive, Sterling, VA, USA"
Everstream,Royal Oak Data Center,"4815 Delemere Ave, Royal Oak, MI 48073, USA"
DataBank,MSP2 East Twin Cities Data Center,"3255 Neil Armstrong Blvd, Eagan, MN, USA"
Edged,Edged Phoenix Data Center,"8811 East Warner Road, Mesa, AZ 85212, USA"
FDCservers.net,AT1 Equinix,"10 Peachtree Place Northwest, Atlanta, GA, USA"
DataBank,10300 6th Ave Data Center,"10300 6th Avenue North, Plymouth, Minnesota 55441, USA"
Digital Realty,Charlotte CLT10 Data Center,"113 North Myers Street, Charlotte, NC, USA"
CoreSite,DC2 Washington DC Data Center,"1099 14th Street Northwest, Downtown, Washington, DC, USA"
Ark data centers (Iowa),Tucson Data Center,"1215 East Pennsylvania Street, Tucson, AZ, USA"
Flexential,Portland - Hillsboro 4 Data Center,"4915 NE Starr Blvd, Hillsboro, OR, USA"
DartPoints,Columbus Data Center,"2425 Technology Blvd, Columbus, IN 47201, USA"
DataBank,707 Wilshire Blvd Data Center,"707 Wilshire Blvd, Los Angeles, California 90017, USA"
24Shells Inc,EWR Data Center,"101 Possumtown Road, Piscataway, NJ, USA"
Markley Group,Boston Data Center,"1 Summer Street, Boston, MA, United States"
Csquare,MSP1-B Shakopee Data Center,"4450 Dean Lakes Blvd, Shakopee, MN 55379, USA"
HostDime,Orlando Data Center,"440 W Kennedy Blvd, Orlando, FL 32810, USA"
Amazon AWS,IAD63 Chantilly,"43701 Clubber Ln, Chantilly, VA 20152, USA"
DataBank,IND2 Downtown Indianapolis Data Center,"650 West Henry Street, Indianapolis, IN, USA"
Liquid Web,Lansing Data Center - B,"4428 South Creyts Road, Lansing, MI, USA"
Equinix,SE3 Seattle Data Center,"2020 5th Avenue, Seattle, WA, USA"
Hivelocity,TPA1 Tampa Data Center,"8010 Woodland Center Boulevard suite 500, Tampa, FL, USA"
Microsoft Azure,Cumming - USA,"5855 SW Kerry St, Cumming, Iowa 50061, USA"
Ark data centers (Iowa),Canton Data Center,"4726 Hills and Dales Rd NW, Canton, OH 44708, USA"
CyrusOne,NVA8 Northern Virginia Data Center,"45905 Maries Road, Sterling, VA 20166, USA"
Iron Mountain Data Centers,OHS - 1 - Ohio Data Center,"3366 S Tech Blvd, Miamisburg, OH, USA"
